"2016年3月9日","18:55","Expense","Confirmed","","2016.03","","餐饮","","12.0","CNY","1.0"
"2016年3月6日","20:16","Expense","Confirmed","","2016.03","","餐饮","","20.0","CNY","1.0"
"2016年3月6日","09:16","Expense","Confirmed","","2016.03","","餐饮","","10.0","CNY","1.0"
"2016年3月5日","20:16","Expense","Confirmed","","2016.03","","餐饮","","10.0","CNY","1.0"
"2016年3月5日","01:05","Expense","Confirmed","","2016.03","","水果零食","","20.0","CNY","1.0"
"2016年3月5日","01:04","Expense","Confirmed","","2016.03","","餐饮","","26.0","CNY","1.0"
"2016年3月4日","20:01","Expense","Confirmed","","2016.03","","出走","","48.0","CNY","1.0"
"2016年3月4日","20:01","Expense","Confirmed","","2016.03","","餐饮","","20.0","CNY","1.0"
"2016年3月4日","20:01","Expense","Confirmed","","2016.03","","出走","","249.0","CNY","1.0"
"2016年3月4日","08:00","Expense","Confirmed","","2016.03","","餐饮","","11.0","CNY","1.0"
"2016年3月1日","18:16","Expense","Confirmed","","2016.03","","餐饮","","11.5","CNY","1.0"
"2016年2月28日","21:31","Expense","Confirmed","","2016.02","","水果零食","","18.0","CNY","1.0"
"2016年2月27日","21:31","Expense","Confirmed","","2016.02","","水果零食","","22.0","CNY","1.0"
"2016年2月26日","21:30","Expense","Confirmed","","2016.02","","水果零食","","32.0","CNY","1.0"
"2016年2月26日","21:30","Expense","Confirmed","","2016.02","","休闲娱乐","","45.0","CNY","1.0"
"2016年2月26日","19:54","Expense","Confirmed","","2016.02","","fair","","100.0","CNY","1.0"
"2016年2月26日","19:54","Expense","Confirmed","","2016.02","","餐饮","","10.0","CNY","1.0"
"2016年2月25日","19:31","Expense","Confirmed","","2016.02","","餐饮","","15.0","CNY","1.0"
"2016年2月25日","07:30","Expense","Confirmed","","2016.02","","餐饮","","4.5","CNY","1.0"
"2016年2月24日","19:30","Expense","Confirmed","","2016.02","","餐饮","","10.0","CNY","1.0"
"2016年2月24日","07:29","Expense","Confirmed","","2016.02","","餐饮","","4.0","CNY","1.0"
"2016年2月23日","21:32","Expense","Confirmed","","2016.02","","水果零食","","18.0","CNY","1.0"
"2016年2月23日","21:31","Expense","Confirmed","","2016.02","","餐饮","","4.5","CNY","1.0"
"2016年2月23日","07:31","Expense","Confirmed","","2016.02","","餐饮","","12.0","CNY","1.0"
"2016年2月20日","20:30","Expense","Confirmed","","2016.02","","休闲娱乐","","212.0","CNY","1.0"
"2016年2月20日","11:55","Expense","Confirmed","","2016.02","","餐饮","","114.0","CNY","1.0"
"2016年2月20日","11:55","Expense","Confirmed","","2016.02","","出走","","140.0","CNY","1.0"
"2016年2月16日","18:53","Expense","Confirmed","","2016.02","","休闲娱乐","","18.0","CNY","1.0"
"2016年2月16日","17:10","Expense","Confirmed","","2016.02","","餐饮","","14.0","CNY","1.0"
"2016年2月15日","17:10","Expense","Confirmed","","2016.02","","餐饮","","20.0","CNY","1.0"
"2016年2月14日","18:50","Expense","Confirmed","","2016.02","","餐饮","","20.0","CNY","1.0"
"2016年2月14日","18:50","Expense","Confirmed","","2015.12","","话费","移动","30.0","CNY","1.0"
"2016年2月1日","13:15","Expense","Confirmed","","2016.02","","买书","","100.0","CNY","1.0"
"2016年2月1日","12:52","Expense","Confirmed","","2016.02","","水果零食","","30.0","CNY","1.0"
"2016年2月1日","11:53","Expense","Confirmed","","2016.02","","话费","联通","100.0","CNY","1.0"
"2016年1月29日","07:31","Expense","Confirmed","","2016.01","","餐饮","","26.0","CNY","1.0"
"2016年1月27日","19:46","Expense","Confirmed","","2016.01","","餐饮","","10.0","CNY","1.0"
"2016年1月27日","07:47","Expense","Confirmed","","2016.01","","话费","移动","50.0","CNY","1.0"
"2016年1月22日","07:44","Expense","Confirmed","","2016.01","","餐饮","","27.0","CNY","1.0"
"2016年1月21日","18:48","Expense","Confirmed","","2016.01","","餐饮","","29.0","CNY","1.0"
"2016年1月20日","22:44","Expense","Confirmed","","2016.01","","买书","","150.0","CNY","1.0"
"2016年1月19日","18:47","Expense","Confirmed","","2016.01","","fair","","25.0","CNY","1.0"
"2016年1月16日","19:19","Expense","Confirmed","","2016.01","","休闲娱乐","电影","60.0","CNY","1.0"
"2016年1月16日","18:19","Expense","Confirmed","","2016.01","","餐饮","","28.0","CNY","1.0"
"2016年1月15日","13:20","Expense","Confirmed","","2015.10 ","","话费","移动","30.0","CNY","1.0"
"2016年1月15日","07:29","Expense","Confirmed","","2016.01","","餐饮","","5.5","CNY","1.0"
"2016年1月14日","07:29","Expense","Confirmed","","2016.01","","餐饮","","5.5","CNY","1.0"
"2016年1月13日","07:28","Expense","Confirmed","","2016.01","","餐饮","","5.5","CNY","1.0"
"2016年1月12日","19:16","Expense","Confirmed","","2016.01","","餐饮","","29.0","CNY","1.0"
"2016年1月12日","07:15","Expense","Confirmed","","2016.01","","餐饮","","6.0","CNY","1.0"
"2016年1月11日","19:15","Expense","Confirmed","","2016.01","","餐饮","","10.0","CNY","1.0"
"2016年1月11日","07:15","Expense","Confirmed","","2016.01","","餐饮","","5.5","CNY","1.0"
"2016年1月10日","21:15","Expense","Confirmed","","2016.01","","餐饮","","10.0","CNY","1.0"
"2016年1月8日","18:46","Expense","Confirmed","","2016.01","","水果零食","","60.0","CNY","1.0"
"2016年1月7日","19:06","Expense","Confirmed","","2016.01","","餐饮","","14.0","CNY","1.0"
"2016年1月7日","07:10","Expense","Confirmed","","2016.01","","餐饮","","5.5","CNY","1.0"
"2016年1月5日","07:05","Expense","Confirmed","","2016.01","","餐饮","","5.5","CNY","1.0"
"2016年1月4日","07:44","Expense","Confirmed","","2016.01","","餐饮","","6.0","CNY","1.0"
"2016年1月3日","19:29","Expense","Confirmed","","2016.01","","餐饮","","12.0","CNY","1.0"
"2016年1月3日","19:29","Expense","Confirmed","","2016.01","","出走","","500.0","CNY","1.0"
"2016年1月1日","20:18","Expense","Confirmed","","2016.01","","话费","联通","50.0","CNY","1.0"
"2016年1月1日","16:17","Expense","Confirmed","","2016.01","","话费","移动","50.0","CNY","1.0"
"2015年12月31日","20:18","Expense","Confirmed","","2015.12","","餐饮","","12.0","CNY","1.0"
"2015年12月30日","20:18","Expense","Confirmed","","2015.12","","餐饮","","12.0","CNY","1.0"
"2015年12月27日","13:31","Expense","Confirmed","","2015.12","","餐饮","","19.0","CNY","1.0"
"2015年12月26日","12:35","Expense","Confirmed","","2015.12","","餐饮","","10.0","CNY","1.0"
"2015年12月25日","19:35","Expense","Confirmed","","2015.12","","水果零食","","42.0","CNY","1.0"
"2015年12月24日","19:53","Expense","Confirmed","","2015.12","","餐饮","","71.0","CNY","1.0"
"2015年12月22日","07:45","Expense","Confirmed","","2015.12","","餐饮","","5.5","CNY","1.0"
"2015年12月21日","18:44","Expense","Confirmed","","2015.12","","餐饮","","8.0","CNY","1.0"
"2015年12月21日","07:44","Expense","Confirmed","","2015.12","","餐饮","","4.5","CNY","1.0"
"2015年12月20日","22:40","Expense","Confirmed","","2015.12","","fair","","100.0","CNY","1.0"
"2015年12月19日","12:40","Expense","Confirmed","","2015.12","","餐饮","","140.0","CNY","1.0"
"2015年12月18日","18:40","Expense","Confirmed","","2015.12","","餐饮","","28.0","CNY","1.0"
"2015年12月18日","07:40","Expense","Confirmed","","2015.12","","餐饮","","5.0","CNY","1.0"
"2015年12月17日","07:39","Expense","Confirmed","","2015.12","","餐饮","","5.0","CNY","1.0"
"2015年12月16日","07:39","Expense","Confirmed","","2015.12","","餐饮","","5.0","CNY","1.0"
"2015年12月15日","07:43","Expense","Confirmed","","2015.12","","餐饮","","5.0","CNY","1.0"
"2015年12月14日","18:42","Expense","Confirmed","","2015.12","","餐饮","","10.0","CNY","1.0"
"2015年12月14日","07:42","Expense","Confirmed","","2015.12","","餐饮","","5.5","CNY","1.0"
"2015年12月12日","18:49","Expense","Confirmed","","2015.12","","休闲娱乐","电影","45.0","CNY","1.0"
"2015年12月12日","17:51","Expense","Confirmed","","2015.12","","餐饮","","12.0","CNY","1.0"
"2015年12月12日","11:51","Expense","Confirmed","","2015.12","","餐饮","","12.0","CNY","1.0"
"2015年12月12日","11:49","Expense","Confirmed","","2015.12","","话费","","30.0","CNY","1.0"
"2015年12月11日","19:05","Expense","Confirmed","","2015.12","","水果零食","","25.0","CNY","1.0"
"2015年12月11日","18:04","Expense","Confirmed","","2015.12","","餐饮","","20.0","CNY","1.0"
"2015年12月11日","07:04","Expense","Confirmed","","2015.12","","餐饮","","5.5","CNY","1.0"
"2015年12月10日","07:12","Expense","Confirmed","","2015.12","","餐饮","","5.0","CNY","1.0"
"2015年12月9日","07:12","Expense","Confirmed","","2015.12","","餐饮","","4.0","CNY","1.0"
"2015年12月8日","07:56","Expense","Confirmed","","2015.12","","餐饮","","5.5","CNY","1.0"
"2015年12月7日","06:56","Expense","Confirmed","","2015.12","","餐饮","","5.5","CNY","1.0"
"2015年12月6日","21:18","Expense","Confirmed","","2015.12","","餐饮","","10.0","CNY","1.0"
"2015年12月6日","12:18","Expense","Confirmed","","2015.12","","餐饮","","12.0","CNY","1.0"
"2015年12月5日","19:18","Expense","Confirmed","","2015.12","","水果零食","","60.0","CNY","1.0"
"2015年12月4日","07:30","Expense","Confirmed","","2015.12","","话费","联通","50.0","CNY","1.0"
"2015年12月3日","18:29","Expense","Confirmed","","2015.12","","水果零食","","8.0","CNY","1.0"
"2015年12月3日","07:29","Expense","Confirmed","","2015.12","","餐饮","","5.5","CNY","1.0"
"2015年12月1日","07:28","Expense","Confirmed","","2015.12","","餐饮","","5.5","CNY","1.0"
"2015年11月29日","17:55","Expense","Confirmed","","2015.11","","餐饮","","16.0","CNY","1.0"
"2015年11月29日","11:55","Expense","Confirmed","","2015.11","","餐饮","","10.0","CNY","1.0"
"2015年11月28日","18:48","Expense","Confirmed","","2015.11","","餐饮","","15.0","CNY","1.0"
"2015年11月27日","18:47","Expense","Confirmed","","2015.11","","餐饮","","12.0","CNY","1.0"
"2015年11月27日","07:52","Expense","Confirmed","","2015.11","","餐饮","","6.5","CNY","1.0"
"2015年11月26日","17:52","Expense","Confirmed","","2015.11","","餐饮","","12.0","CNY","1.0"
"2015年11月26日","08:06","Expense","Confirmed","","2015.11","","餐饮","","5.5","CNY","1.0"
"2015年11月25日","18:05","Expense","Confirmed","","2015.11","","餐饮","","14.0","CNY","1.0"
"2015年11月24日","19:05","Expense","Confirmed","","2015.11","","话费","移动","50.0","CNY","1.0"
"2015年11月24日","19:05","Expense","Confirmed","","2015.11","","餐饮","","42.0","CNY","1.0"
"2015年11月23日","07:59","Expense","Confirmed","","2015.11","","餐饮","","5.5","CNY","1.0"
"2015年11月22日","17:59","Expense","Confirmed","","2015.11","","餐饮","","13.0","CNY","1.0"
"2015年11月21日","12:28","Expense","Confirmed","","2015.11","","餐饮","","10.0","CNY","1.0"
"2015年11月20日","19:32","Expense","Confirmed","","2015.11","","餐饮","","15.0","CNY","1.0"
"2015年11月20日","18:28","Expense","Confirmed","","2015.11","","餐饮","","10.0","CNY","1.0"
